country,designation,points,price,province,region_1,region_2,variety,winery
US,,90.0,15.0,California,California,California Other,Cabernet Sauvignon,Hahn
US,,90.0,15.0,California,North Coast,North Coast,Cabernet Sauvignon,Lyeth
US,Sunny View,94.0,62.0,California,Russian River Valley,Sonoma,Pinot Noir,The Calling
US,Wichmann Dundee Estate,94.0,49.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Trisaetum
France,Château Bouscassé,94.0,25.0,Southwest France,Madiran,,Red Blend,Vignobles Brumont
US,Reserve,94.0,95.0,California,Rutherford,Napa,Cabernet Sauvignon,Frank Family
US,Haynes Old Block,94.0,55.0,California,Coombsville,Napa,Chardonnay,Ancien
US,,94.0,48.0,California,Sta. Rita Hills,Central Coast,Chardonnay,Barden
Italy,,94.0,35.0,Northeastern Italy,Collio,,Friulano,Borgo del Tiglio
France,Dou Barringuet,94.0,40.0,Southwest France,Madiran,,Tannat-Cabernet,Château de Gayon
US,Cuvée Sandre,94.0,68.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Demetria
US,Two Barns Vineyard,94.0,90.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Domaine Serene
France,Seigneur de Grézette,93.0,25.0,Southwest France,Cahors,,Malbec-Merlot,Château Lagrézette
US,Rogers Creek,93.0,60.0,California,Sonoma Coast,Sonoma,Pinot Noir,Cherry Pie
Austria,,93.0,21.0,Thermenregion,,,St. Laurent,Johanneshof Reinisch
US,,93.0,125.0,Washington,Washington,Washington Other,Bordeaux-style Red Blend,21 Grams
US,Oliver's Vineyard,93.0,85.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Aperture
US,Ocean's Ghost Babcock Vineyard,93.0,60.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Babcock
Spain,Reserva Edición Especial Sergio Hernández,93.0,64.0,Northern Spain,Ribera del Duero,,Tempranillo,Lleiroso
Austria,,93.0,19.0,Burgenland,,,Blauburgunder,Meinklang
Austria,,93.0,25.0,Carnuntum,,,Blaufränkisch,Muhr-Van der Niepoort
US,Bien Nacido Vineyard,93.0,55.0,California,Santa Maria Valley,Central Coast,Syrah,Nicora
US,,93.0,58.0,California,Russian River Valley,Sonoma,Chardonnay,Parallel
US,Medici Vineyard,93.0,48.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Noir,Patricia Green Cellars
US,Story Vineyard,93.0,40.0,California,Amador County,Sierra Foothills,Zinfandel,Renwood
US,Santa Catalina Island Vineyards,93.0,60.0,California,California,California Other,Chardonnay,Rusack
US,Hughes,93.0,120.0,California,Howell Mountain,Napa,Cabernet Sauvignon,Sbragia
Austria,The Butcher,93.0,,Burgenland,,,Pinot Noir,Schwarz Wein
US,A Ken Forrester Wine Farrow Ranch,93.0,100.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,The Bridge
US,Scottsdale Vineyard,93.0,34.0,California,Lodi,Central Valley,Zinfandel,Harney Lane
Spain,Reserva,93.0,91.0,Northern Spain,Ribera del Duero,,Red Blend,Pago de Carraovejas
France,,93.0,36.0,Provence,Bandol,,Provence red blend,Domaine de la Bégude
US,Hendry Vineyard,91.0,40.0,California,Napa Valley,Napa,Zinfandel,Rock Wall
US,,91.0,20.0,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Thistle
US,,91.0,55.0,California,Napa Valley,Napa,Cabernet Sauvignon,Vitesse
Portugal,Lua Cheia em Vinhas Velhas Reserva,91.0,19.0,Douro,,,Portuguese White,Wines & Winemakers
Italy,Punggl,91.0,26.0,Northeastern Italy,Alto Adige,,Pinot Grigio,Nals Margreid
US,Bald Mountain Vineyard,91.0,45.0,California,Ben Lomond Mountain,Central Coast,Pinot Noir,Beauregard
Germany,Hochheimer Domdechaney Trocken,91.0,36.0,Rheingau,,,Riesling,Domdechant Werner
Germany,Ayler Kupp Kabinett,91.0,23.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
Germany,Medium Dry Kabinett,91.0,25.0,Rheingau,,,Riesling,Schloss Vollrads
Germany,Löhrer Berg Spätlese,91.0,21.0,Nahe,,,Scheurebe,Bürgermeister Willi Schweinhardt
Germany,Ürziger Würzgarten Spätlese,91.0,28.0,Mosel,,,Riesling,C.H. Berres
Italy,Manna,91.0,41.0,Northeastern Italy,Vigneti delle Dolomiti,,White Blend,Franz Haas
US,Oregon Hawks View Vineyard,91.0,26.0,Oregon,Chehalem Mountains,Willamette Valley,Pinot Gris,Hawks View
Portugal,Olho de Mocho Reserva,91.0,,Alentejano,,,Portuguese Red,Herdade do Rocim
US,Estate Grown,91.0,28.0,California,Russian River Valley,Sonoma,Chardonnay,J Vineyards & Winery
France,,91.0,,Burgundy,Corton,,Pinot Noir,L. Tramier & Fils
US,Lorenzo Vineyard,91.0,38.0,California,Russian River Valley,Sonoma,Chardonnay,La Follette
US,Jillian's Blend,91.0,44.0,California,Napa Valley,Napa,Red Blend,Laird
US,Rodgers Creek Vineyard,91.0,45.0,California,Sonoma Coast,Sonoma,Pinot Noir,Les Voleurs
Germany,Bernkasteler Badstube Spätlese,91.0,25.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
Germany,Graacher Himmelreich Auslese,91.0,38.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
Germany,Bernkasteler Lay Kabinett,91.0,22.0,Mosel,,,Riesling,Dr. Loosen
Germany,Bernkasteler alte Badstube am Doctorberg Kabinett,91.0,26.0,Mosel,,,Riesling,Dr. Pauly Bergweiler
Germany,Scharzhofberger Kabinett,91.0,23.0,Mosel,,,Riesling,Bischöfliche Weingüter Trier
Germany,Trittenheimer Apotheke Auslese,91.0,23.0,Mosel,,,Riesling,Bollig-Lehnert
US,Griva Vineyard Late Harvest,91.0,50.0,California,Arroyo Seco,Central Coast,Sauvignon Blanc,Bernardus
Italy,Lahn,91.0,21.0,Northeastern Italy,Alto Adige,,Sauvignon,Cantina Produttori San Michele Appiano
France,,91.0,25.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Devise d'Ardilley
Portugal,Cabriz Reserva,91.0,16.0,Dão,,,Portuguese Red,Dão Sul
France,Les Monts de Boncourt,91.0,60.0,Burgundy,Côtes de Nuits Villages,,Chardonnay,Domaine de Bellene
US,,90.0,38.0,California,Napa Valley,Napa,Cabernet Sauvignon,Louis M. Martini
Australia,The Dagger,90.0,20.0,South Australia,Adelaide Hills,,Pinot Noir,Riposte
Italy,Cannubi Boschis,90.0,75.0,Piedmont,Barolo,,Nebbiolo,Virna Borgogno
Portugal,Casa Velha Colheita Seleccionada,90.0,33.0,Douro,,,Portuguese Red,Adega de Favaios
Italy,del Comune di Serralunga d'Alba,90.0,75.0,Piedmont,Barolo,,Nebbiolo,Alessandro Rivetto
US,Soul Shaker Cass Vineyard,90.0,64.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Ascension Cellars
US,Estate Grown,90.0,18.0,California,Russian River Valley,Sonoma,Gewürztraminer,Balletto
Italy,Sottocastello di Novello,90.0,75.0,Piedmont,Barolo,,Nebbiolo,Ca' Viola
Italy,,90.0,30.0,Piedmont,Barolo,,Nebbiolo,Cantina del Nebbiolo
Italy,Bricco Rocca,90.0,42.0,Piedmont,Barolo,,Nebbiolo,Cascina Ballarin
Italy,Sil Nizza,90.0,18.0,Piedmont,Barbera d'Asti Superiore,,Barbera,Cascina Liuzzi
Spain,Sin Palabras Castrovaldés,90.0,20.0,Galicia,Rías Baixas,,Albariño,Castro Brey
US,Estate Grown,90.0,40.0,California,Edna Valley,Central Coast,Pinot Noir,Chamisal Vineyards
Portugal,Contraste Branco,90.0,19.0,Douro,,,Portuguese White,Conceito Vinhos
US,Estate,90.0,18.0,Oregon,Willamette Valley,Willamette Valley,Gewürztraminer,David Hill
US,Cuvée Luke Saralee's Vineyard,90.0,30.0,California,Russian River Valley,Sonoma,Rhône-style White Blend,Davis Family
France,La Croix d'Argon,90.0,13.0,Southwest France,Côtes de Gascogne,,Red Blend,Domaine d'Arton
France,Vaillons Premier Cru,90.0,45.0,Burgundy,Chablis,,Chardonnay,Domaine Gérard Duplessis
Germany,Graacher Himmelreich Spätlese,90.0,30.0,Mosel,,,Riesling,Dr. Heidemanns-Bergweiler
US,Laki's Vineyard Estate,90.0,111.0,California,Oak Knoll District,Napa,Cabernet Sauvignon,Eleven Eleven
Italy,Bricco dei Merli,90.0,35.0,Piedmont,Barbera d'Alba,,Barbera,Elvio Cogno
US,Estate,90.0,32.0,Oregon,Rogue Valley,Southern Oregon,Tempranillo,Folin Cellars
Italy,Marasco,90.0,88.0,Piedmont,Barolo,,Nebbiolo,Franco M. Martinetti
US,Backbone,90.0,57.0,Oregon,Oregon,Oregon Other,Pinot Noir,King Estate
US,Campbell McKinney Vineyard,90.0,34.0,California,Russian River Valley,Sonoma,Grenache,Kobler
US,Truffle Hill,90.0,24.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Left Coast Cellars
Italy,Fraschin,90.0,45.0,Piedmont,Barolo,,Nebbiolo,Manzone Fratelli
Italy,Pressenda,90.0,74.0,Piedmont,Barolo,,Nebbiolo,Marziano Abbona
Italy,Roche d'Ampsej,90.0,,Piedmont,Roero,,Nebbiolo,Matteo Correggia
Australia,Applejack Vineyard,88.0,42.0,Victoria,Yarra Valley,,Pinot Noir,Giant Steps
France,,88.0,27.0,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Gérard Fiou
Argentina,Grande Reserve,88.0,25.0,Mendoza Province,Tupungato,,Malbec,Domaine Jean Bousquet
France,Le Pierrier,88.0,35.0,Loire Valley,Sancerre,,Sauvignon Blanc,Domaine Thomas & Fils
US,The Mariner,88.0,45.0,California,Dry Creek Valley,Sonoma,Meritage,Dry Creek Vineyard
US,,88.0,30.0,California,Santa Barbara County,Central Coast,Grenache,Epiphany
France,,88.0,26.0,Bordeaux,Côtes de Bourg,,Bordeaux-style Red Blend,Etienne de Tauriac
US,,88.0,39.0,California,Russian River Valley,Sonoma,Chardonnay,Fog Crest
France,Cuvée Silice,88.0,25.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Francis Blanchet
Italy,Mondoca di Bussia,88.0,80.0,Piedmont,Barolo,,Nebbiolo,Germano Angelo
US,,88.0,55.0,California,Anderson Valley,Mendocino/Lake Counties,Pinot Noir,Goldeneye
US,Estate Vineyard,88.0,22.0,California,Sonoma Coast,Sonoma,Gewürztraminer,Gundlach Bundschu
France,Cuvée C.M.,88.0,28.0,Loire Valley,Sancerre,,Sauvignon Blanc,Jean-Max Roger
US,Estate,88.0,25.0,California,Arroyo Grande Valley,Central Coast,Pinot Noir,Laetitia
US,Diversité,88.0,48.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Le Cadeau
US,Estate,88.0,19.0,California,Santa Barbara County,Central Coast,Viognier,Lucas & Lewellen
Croatia,Riserva R5,88.0,19.0,North Dalmatia,,,White Blend,Bibich
Italy,Villero,88.0,77.0,Piedmont,Barolo,,Nebbiolo,Boroli
US,Stainless,88.0,18.0,California,Central Coast,Central Coast,Chardonnay,Chamisal Vineyards
France,,88.0,25.0,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château de Cruzeau
France,,88.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château Lafargue
France,,88.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Château le Sartre
France,,88.0,18.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Roc de Minvielle
US,,88.0,18.0,California,Alexander Valley,Sonoma,Merlot,Chelsea Goldschmidt
France,,88.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style White Blend,Clos Marsalette
US,Sarah Jane's Block Reserve,88.0,65.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Coeur de Terre
US,Estate Grown,88.0,25.0,California,Carneros,Napa-Sonoma,Chardonnay,Cuvaison
US,Spire,88.0,48.0,California,Carneros-Napa Valley,Napa,Pinot Noir,Cuvaison
France,,88.0,20.0,Loire Valley,Menetou-Salon,,Pinot Noir,Domaine de l'Hermitage
Spain,Made With Organic Grapes,88.0,11.0,Central Spain,Vino de la Tierra de Castilla,,Tempranillo,Venta Morales
US,Estate Grown,90.0,55.0,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Korbin Kameron
Spain,Leopardi Brut Nature Gran Reserva,90.0,35.0,Catalonia,Cava,,Sparkling Blend,Llopart
Bulgaria,Elenovo Nova Zagora,90.0,26.0,Thracian Valley,,,Mavrud,Edoardo Miroglio
US,Sangiacomo Green Acres Hill,90.0,46.0,California,Sonoma Coast,Sonoma,Chardonnay,Eric Kent
US,Bien Nacido Vineyard,90.0,55.0,California,Santa Barbara County,Central Coast,Pinot Noir,Fess Parker
US,,90.0,30.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
US,,90.0,25.0,New York,Finger Lakes,Finger Lakes,Cabernet Franc,Hazlitt 1852 Vineyards
US,Lust,90.0,27.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Inspire Moore
US,En Hommage,90.0,28.0,Washington,Yakima Valley,Columbia Valley,Syrah,Kevin White
Italy,,90.0,62.0,Tuscany,Brunello di Montalcino,,Sangiovese,La Magia
US,,90.0,48.0,California,Sonoma Coast,Sonoma,Chardonnay,La Pitchoune
Italy,,90.0,80.0,Tuscany,Brunello di Montalcino,,Sangiovese,Lazzeretti
US,D,90.0,36.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Margerum
US,1105,90.0,48.0,California,Paso Robles,Central Coast,Red Blend,MCV
US,Olivet Lane,90.0,60.0,California,Russian River Valley,Sonoma,Chardonnay,Merry Edwards
Canada,Reserve,90.0,24.0,British Columbia,Okanagan Valley,,Riesling,Mission Hill
US,Estate Grown,90.0,42.0,California,Oak Knoll District,Napa,Cabernet Franc,Monticello Vineyards
US,,90.0,45.0,California,Paso Robles,Central Coast,Sangiovese,Niner
US,Nance's Vineyard,90.0,39.0,California,Alexander Valley,Sonoma,Zinfandel,Ousterhout
US,Redwood Ranch,90.0,25.0,California,Alexander Valley,Sonoma,Sauvignon Blanc,Ousterhout
US,Damn Straight,90.0,40.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Plumb Cellars
Slovenia,Brutus,90.0,40.0,Goriska Brda,,,Ribolla Gialla,Principiano Ferdinando
US,,90.0,40.0,California,Santa Clara Valley,Central Coast,Charbono,Sarah's Vineyard
Italy,,90.0,60.0,Tuscany,Brunello di Montalcino,,Sangiovese,SassodiSole
Canada,,90.0,19.0,British Columbia,Okanagan Valley,,Pinot Gris,Tinhorn Creek
US,,90.0,85.0,California,Mount Veeder,Napa,Cabernet Sauvignon,V. Sattui
Spain,Viña AB Amontillado Seco,90.0,26.0,Andalucia,Jerez,,Palomino,González Byass
Italy,Riserva,90.0,25.0,Tuscany,Chianti Classico,,Red Blend,Il Brunone
US,,90.0,15.0,California,Dunnigan Hills,Central Valley,Tempranillo,Matchbook
France,,90.0,24.0,Rhône Valley,Tavel,,Rosé,Prieuré de Montézargues
US,Harvest,86.0,18.0,California,California,California Other,Red Blend,The Naked Grape
South Africa,Schaapenberg Vineyard Reserve,86.0,35.0,Stellenbosch,,,Sauvignon Blanc,Vergelegen
Argentina,Brutal,86.0,26.0,Mendoza Province,Mendoza,,Torrontés,Via Revolucionaria
Argentina,Familia Navarro Torrre Grand Gold Medal,86.0,39.0,Other,Argentina,,Malbec-Cabernet Sauvignon,Bodega Las Cañitas
South Africa,Barrelman's Select,86.0,11.0,Western Cape,,,Sauvignon Blanc,Fat Barrel
US,Saluté,85.0,15.0,California,Livermore Valley,Central Coast,Red Blend,Rubino Estates Winery
France,Bélingard,85.0,9.0,Southwest France,Bergerac Rosé,,Rosé,Château Bélingard
US,,85.0,15.0,California,California,California Other,Cabernet Sauvignon,Jack's House
France,,85.0,18.0,Burgundy,Coteaux Bourguignons,,Pinot Noir-Gamay,Joseph Drouhin
Italy,,85.0,9.0,Northeastern Italy,Delle Venezie,,Pinot Nero,Famiglia Cielo
Portugal,Oceanus Touriga Nacional-Cabernet Sauvignon,85.0,11.0,Tejo,,,Portuguese Red,Fiuza
France,Pigmentum Malbec,85.0,12.0,Southwest France,Côtes du Lot,,Rosé,Georges Vigouroux
France,Les Terrasses,85.0,14.0,Southwest France,Cahors,,Malbec,Rigal
South Africa,,85.0,10.0,Western Cape,,,Sauvignon Blanc,Long Neck
US,,85.0,12.0,California,California,California Other,Cabernet Sauvignon,Mirassou
US,,85.0,18.0,California,California,California Other,Merlot,The Naked Grape
Argentina,,85.0,14.0,Mendoza Province,Mendoza,,Malbec,The Seeker
Italy,Monopolio,85.0,10.0,Veneto,Soave Classico,,Garganega,Cantina di Gambellara
Argentina,Nuna Estate,85.0,13.0,Mendoza Province,Mendoza,,White Blend,Chakana
Portugal,Encosta da Vinha,85.0,10.0,Dão,,,Portuguese Red,Boas Quintas
South Africa,Crocodile's Lair Kaaimansgat,85.0,20.0,Overberg,,,Chardonnay,Bouchard Finlayson
Argentina,Eggo Tinta de Tiza,85.0,30.0,Mendoza Province,Tupungato,,Bordeaux-style Red Blend,Zorzal
Spain,Colección Vivanco Dulce de Invierno Late Harvest,85.0,50.0,Northern Spain,Rioja,,Red Blend,Vivanco
South Africa,The Game Reserve,85.0,16.0,Robertson,,,Sauvignon Blanc,Graham Beck
France,Bastide de Beauvert,85.0,11.0,Rhône Valley,Côtes du Rhône,,Rhône-style Red Blend,Les Vignobles Foncalieu
Argentina,Cruzat Brut Rosé Méthodo Tradicional,85.0,15.0,Mendoza Province,Valle de Uco,,Sparkling Blend,Cruzat
US,Cross Creek Vineyard,85.0,65.0,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Spann Vineyards
Bulgaria,Veni Vidi Vici,85.0,9.0,Thracian Valley,,,Chardonnay,Vini
Israel,Admon Vineyard,85.0,30.0,Galilee,,,Chardonnay,Carmel
France,Château de Rouffiac Séduction,89.0,,Southwest France,Cahors,,Malbec,Château Bovila
Spain,Herència del Padrí,89.0,26.0,Catalonia,Priorat,,Red Blend,Bernard Magrez
US,,89.0,20.0,California,Yountville,Napa,Chardonnay,Hoopla
US,La Presa Vineyard,89.0,25.0,California,Santa Ynez Valley,Central Coast,Riesling,Kaena
US,Bien Nacido,89.0,36.0,California,Santa Maria Valley,Central Coast,Chardonnay,La Fenêtre
France,La Demoiselle de Laballe,89.0,14.0,Southwest France,Côtes de Gascogne,,Gros Manseng,Laudet
US,,89.0,36.0,California,Santa Ynez Valley,Central Coast,Tempranillo,Longoria
Italy,Ad Astra,89.0,23.0,Tuscany,Toscana,,Red Blend,Nittardi
US,,89.0,30.0,California,Paso Robles,Central Coast,Petit Verdot,Opaque
Italy,Oliviero Toscani,89.0,28.0,Tuscany,Toscana,,Red Blend,OT
Chile,,89.0,20.0,Maipo Valley,,,Cabernet Sauvignon,Primus
US,The Truant,89.0,36.0,California,Sierra Foothills,Sierra Foothills,G-S-M,Prospect 772
US,Reserve Rêve Estate,89.0,45.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Provincial Vineyards
US,,89.0,20.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Raptor Ridge
Chile,,89.0,20.0,Casablanca Valley,,,Pinot Noir,Ritual
Italy,Cerviolo,89.0,45.0,Tuscany,Toscana,,Red Blend,San Fabiano Calcinaia
Chile,1865 Single Vineyard,89.0,20.0,Cachapoal Valley,,,Syrah,San Pedro
US,Grande Cuvée,89.0,28.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Soléna
US,,89.0,42.0,California,Santa Ynez Valley,Central Coast,Syrah,Sunstone
Italy,Scipio,89.0,110.0,Tuscany,Toscana,,Cabernet Franc,Tenuta Sette Cieli
Chile,La Capilla Single Vineyard,89.0,25.0,Colchagua Valley,,,Cabernet Sauvignon,Viu Manent
US,,89.0,14.0,Oregon,Oregon,Oregon Other,Riesling,A to Z
US,Grenache,89.0,18.0,Oregon,Umpqua Valley,Southern Oregon,Rosé,Abacela
US,Faith,89.0,39.0,California,California,California Other,Red Blend,Aver Family Vineyards
Italy,I Sodi di San Niccolò,89.0,90.0,Tuscany,Toscana,,Red Blend,Castellare di Castellina
Portugal,Alma Grande Reserva,89.0,18.0,Douro,,,Portuguese Red,Caves Velhas
Portugal,D. Fuas Reserva,89.0,7.0,Terras do Dão,,,Portuguese Red,Caves Velhas
Portugal,Magna Carta Reserva,89.0,17.0,Alentejano,,,Portuguese Red,Caves Velhas
Chile,Justo,89.0,17.0,Leyda Valley,,,Sauvignon Blanc,Claro
France,CSV,89.0,20.0,Southwest France,Côtes du Lot,,White Blend,Clos Troteligotte
Italy,,87.0,50.0,Tuscany,Brunello di Montalcino,,Sangiovese,Corte dei Venti
Italy,Tradizione,87.0,87.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta Vitanza
US,Copeland Vineayard,87.0,28.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Two Mountain
Italy,Firma Riserva,87.0,,Tuscany,Brunello di Montalcino,,Sangiovese,Tenuta Vitanza
US,Intrepide,87.0,36.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Ott & Murphy
France,,87.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Gazin Rocquencourt
France,,87.0,,Bordeaux,Graves,,Bordeaux-style White Blend,Château Haut Selve
France,Les Hauts de Larrivet Haut-Brion,87.0,35.0,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Larrivet Haut-Brion
France,,87.0,,Bordeaux,Pessac-Léognan,,Bordeaux-style Red Blend,Château Luchey-Halde
France,Dame de Coeur,87.0,30.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Peyfaures
US,Serres Ranch,87.0,28.0,California,Sonoma Valley,Sonoma,Bordeaux-style Red Blend,Highway 12
Italy,Greppicante,87.0,20.0,Tuscany,Bolgheri,,Red Blend,I Greppi
US,,87.0,18.0,California,Amador County,Sierra Foothills,Primitivo,Drytown
US,Syzygy,87.0,32.0,California,Livermore Valley,Central Coast,Red Blend,Entropy Cellars
US,Canoe Ridge Vineyard,87.0,28.0,Washington,Horse Heaven Hills,Columbia Valley,Merlot,Chateau Ste. Michelle
France,,87.0,,Bordeaux,Médoc,,Bordeaux-style Red Blend,Château Taffard de Blaignan
US,Cockburn Ranch Vineyard,87.0,26.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,College Cellars
US,Estate,87.0,32.0,California,Calistoga,Napa,Sauvignon Blanc,Coquerel Family Wine Estates
US,Bogle Vineyards,87.0,11.0,California,California,California Other,Cabernet Sauvignon,Bogle
US,Reserve Nellie Mae,87.0,26.0,Washington,Columbia Valley (WA),Columbia Valley,Rhône-style White Blend,Cairdeas
US,Lot 423,87.0,19.0,California,Napa Valley,Napa,Syrah,Cameron Hughes
US,Amatino,87.0,22.0,Idaho,,,Red Blend,Fujishin
US,Bona Vita,87.0,28.0,Washington,Columbia Valley (WA),Columbia Valley,Bordeaux-style Red Blend,Hamilton
US,Buttner Vineyard,87.0,28.0,California,Livermore Valley,Central Coast,Pinot Blanc,Las Positas
US,,87.0,20.0,California,Paso Robles,Central Coast,Zinfandel,Maddalena
US,Cellar 1879 Blend,87.0,25.0,California,Napa Valley,Napa,Red Blend,Markham
US,,87.0,16.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Rooster Hill
US,Estate,87.0,18.0,New York,Finger Lakes,Finger Lakes,Gewürztraminer,Rooster Hill
US,Block 007 Estate Vineyard,87.0,25.0,California,Dry Creek Valley,Sonoma,Cabernet Sauvignon,Pedroncelli
France,Mission St Vincent Réserve,87.0,10.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Producta Vignobles
Italy,Bianco Dry,90.0,22.0,Sicily & Sardinia,Noto,,Moscato,Planeta
Greece,,90.0,20.0,Santorini,,,Assyrtiko,Santo Wines
US,Guadalupe Vineyard,90.0,48.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Soléna
US,,90.0,30.0,California,Napa Valley,Napa,Chardonnay,Stags' Leap Winery
Italy,Belsito,90.0,,Sicily & Sardinia,Vittoria,,Frappato,Terre di Giurfo
France,Bastion Premier Cru,90.0,59.0,Burgundy,Beaune,,Chardonnay,Chanson Père et Fils
France,Rosenberg,90.0,24.0,Alsace,Alsace,,Sylvaner,Domaine Barmès-Buecher
France,Clos de Jeu,90.0,,Burgundy,Marsannay,,Pinot Noir,Domaine Collotte
France,L'Aplomb,90.0,20.0,Alsace,Alsace,,White Blend,Domaine Rieflé-Landmann
France,Réserve,90.0,20.0,Alsace,Alsace,,Pinot Blanc,Domaine Weinbach
Italy,Laluci,90.0,,Sicily & Sardinia,Sicilia,,White Blend,Baglio del Cristo di Campobello
US,,90.0,18.0,Oregon,Willamette Valley,Willamette Valley,Pinot Gris,Elizabeth Chambers
US,Circle S Vineyard,90.0,70.0,California,Napa Valley,Napa,Cabernet Sauvignon,Tetra
US,Dry,90.0,25.0,California,Oak Knoll District,Napa,Riesling,Trefethen
Italy,Rosato,90.0,36.0,Sicily & Sardinia,Etna,,Nerello Mascalese,Girolamo Russo
Australia,The Dead Arm,90.0,65.0,South Australia,McLaren Vale,,Shiraz,D'Arenberg
US,,90.0,42.0,California,Napa Valley,Napa,Merlot,Herencia
US,Symphonia,90.0,50.0,California,Napa Valley,Napa,Cabernet Sauvignon,Levendi
US,,90.0,28.0,California,Mendocino County,Mendocino/Lake Counties,Negroamaro,Monte Volpe
US,Estate,90.0,22.0,California,Amador County,Sierra Foothills,Mourvèdre,Morse
US,"Estate Grown, Produced and Bottled",90.0,26.0,California,Sierra Foothills,Sierra Foothills,Barbera,Naggiar
US,Howell Mountain,90.0,80.0,California,Napa Valley,Napa,Red Blend,Paraduxx
US,,90.0,28.0,California,Amador County,Sierra Foothills,Tempranillo,Renwood
Chile,Amplus One,90.0,24.0,Peumo,,,Red Blend,Santa Ema
Spain,Reserva,90.0,21.0,Northern Spain,Rioja,,Tempranillo Blend,Beronia
US,Version Red Anna's Vineyard Reserve,90.0,50.0,California,Adelaida District,Central Coast,Rhône-style Red Blend,Adelaida Cellars
US,Bailey Ranch Riserva,90.0,40.0,California,Adelaida District,Central Coast,Zinfandel,Bella Luna
US,Made with Organically Grown Grapes,90.0,22.0,California,Sierra Foothills,Sierra Foothills,Syrah,Chacewater
Germany,Thanisch Kabinett,90.0,30.0,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
US,Del Arroyo Vineyard,90.0,50.0,California,Livermore Valley,Central Coast,Cabernet Franc,Occasio
US,Estate Grown,90.0,55.0,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Korbin Kameron
Spain,Leopardi Brut Nature Gran Reserva,90.0,35.0,Catalonia,Cava,,Sparkling Blend,Llopart
US,Topaz Impérial Rosé,90.0,37.0,New York,North Fork of Long Island,Long Island,Champagne Blend,Sparkling Pointe
US,Stymie Founder's Reserve,90.0,42.0,California,Lake County,Mendocino/Lake Counties,Merlot,Steele
Spain,Brut Reserva Special Edition,90.0,25.0,Catalonia,Cava,,Sparkling Blend,Torelló
US,,90.0,60.0,California,Oak Knoll District,Napa,Cabernet Sauvignon,Trefethen
US,,90.0,27.0,New York,Finger Lakes,Finger Lakes,Pinot Noir,Anthony Road
France,En Pimont,90.0,45.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Au Pied du Mont Chauve
France,Vieilles Vignes,90.0,20.0,Loire Valley,Cour-Cheverny,,Romorantin,Benoît Daridan
France,,90.0,,Loire Valley,Sancerre,,Sauvignon Blanc,Benoît Girard
US,Geza's Selection,90.0,48.0,California,Sonoma Coast,Sonoma,Pinot Noir,Buena Vista
